YEAR,STATE_ABBR,STATE,PRODUCER,SOURCE,GENERATION
1996,NC,North Carolina,Total Electric Power Industry,Wood,1532
1997,NC,North Carolina,Total Electric Power Industry,Total,115495
1997,NC,North Carolina,Total Electric Power Industry,Coal,74072
1997,NC,North Carolina,Total Electric Power Industry,Hydro,5626
1997,NC,North Carolina,Total Electric Power Industry,Natural Gas,700
1997,NC,North Carolina,Total Electric Power Industry,Nuclear,32453
1997,NC,North Carolina,Total Electric Power Industry,Other,236
1997,NC,North Carolina,Total Electric Power Industry,Biomass,79
1997,NC,North Carolina,Total Electric Power Industry,Petroleum,497
1997,NC,North Carolina,Total Electric Power Industry,Pumped Storage,254
1997,NC,North Carolina,Total Electric Power Industry,Wood,1579
1998,NC,North Carolina,Total Electric Power Industry,Total,121379
1998,NC,North Carolina,Total Electric Power Industry,Coal,72949
1998,NC,North Carolina,Total Electric Power Industry,Hydro,5738
1998,NC,North Carolina,Total Electric Power Industry,Natural Gas,1284
1998,NC,North Carolina,Total Electric Power Industry,Nuclear,38778
1998,NC,North Carolina,Total Electric Power Industry,Other,249
1998,NC,North Carolina,Total Electric Power Industry,Biomass,88
1998,NC,North Carolina,Total Electric Power Industry,Petroleum,691
1998,NC,North Carolina,Total Electric Power Industry,Pumped Storage,66
1998,NC,North Carolina,Total Electric Power Industry,Wood,1534
1999,NC,North Carolina,Total Electric Power Industry,Total,117358
1999,NC,North Carolina,Total Electric Power Industry,Coal,72256
1999,NC,North Carolina,Total Electric Power Industry,Hydro,3684
1999,NC,North Carolina,Total Electric Power Industry,Natural Gas,1167
1999,NC,North Carolina,Total Electric Power Industry,Nuclear,37524
1999,NC,North Carolina,Total Electric Power Industry,Other,253
1999,NC,North Carolina,Total Electric Power Industry,Biomass,93
1999,NC,North Carolina,Total Electric Power Industry,Petroleum,662
1999,NC,North Carolina,Total Electric Power Industry,Pumped Storage,175
1999,NC,North Carolina,Total Electric Power Industry,Wood,1545
2000,NC,North Carolina,Total Electric Power Industry,Total,122274
2000,NC,North Carolina,Total Electric Power Industry,Coal,75945
2000,NC,North Carolina,Total Electric Power Industry,Hydro,3138
2000,NC,North Carolina,Total Electric Power Industry,Natural Gas,1130
2000,NC,North Carolina,Total Electric Power Industry,Nuclear,39127
2000,NC,North Carolina,Total Electric Power Industry,Other,226
2000,NC,North Carolina,Total Electric Power Industry,Biomass,109
2000,NC,North Carolina,Total Electric Power Industry,Petroleum,826
2000,NC,North Carolina,Total Electric Power Industry,Pumped Storage,108
2000,NC,North Carolina,Total Electric Power Industry,Wood,1664
2001,NC,North Carolina,Total Electric Power Industry,Total,117496
2001,NC,North Carolina,Total Electric Power Industry,Coal,72958
2001,NC,North Carolina,Total Electric Power Industry,Hydro,2596
2001,NC,North Carolina,Total Electric Power Industry,Natural Gas,1534
2001,NC,North Carolina,Total Electric Power Industry,Nuclear,37775
2001,NC,North Carolina,Total Electric Power Industry,Other,225
2001,NC,North Carolina,Total Electric Power Industry,Biomass,109
2001,NC,North Carolina,Total Electric Power Industry,Other Gases,1
2001,NC,North Carolina,Total Electric Power Industry,Petroleum,656
2001,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2001,NC,North Carolina,Total Electric Power Industry,Wood,1642
2002,NC,North Carolina,Total Electric Power Industry,Total,124468
2002,NC,North Carolina,Total Electric Power Industry,Coal,75188
2002,NC,North Carolina,Total Electric Power Industry,Hydro,3492
2002,NC,North Carolina,Total Electric Power Industry,Natural Gas,3561
2002,NC,North Carolina,Total Electric Power Industry,Nuclear,39627
2002,NC,North Carolina,Total Electric Power Industry,Other,196
2002,NC,North Carolina,Total Electric Power Industry,Biomass,103
2002,NC,North Carolina,Total Electric Power Industry,Other Gases,1
2002,NC,North Carolina,Total Electric Power Industry,Petroleum,592
2002,NC,North Carolina,Total Electric Power Industry,Pumped Storage,25
2002,NC,North Carolina,Total Electric Power Industry,Wood,1683
2003,NC,North Carolina,Total Electric Power Industry,Total,127582
2003,NC,North Carolina,Total Electric Power Industry,Coal,74776
2003,NC,North Carolina,Total Electric Power Industry,Hydro,7201
2003,NC,North Carolina,Total Electric Power Industry,Natural Gas,1580
2003,NC,North Carolina,Total Electric Power Industry,Nuclear,40907
2003,NC,North Carolina,Total Electric Power Industry,Other,239
2003,NC,North Carolina,Total Electric Power Industry,Biomass,114
2003,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2003,NC,North Carolina,Total Electric Power Industry,Petroleum,784
2003,NC,North Carolina,Total Electric Power Industry,Pumped Storage,119
2003,NC,North Carolina,Total Electric Power Industry,Wood,1862
2004,NC,North Carolina,Total Electric Power Industry,Total,126330
2004,NC,North Carolina,Total Electric Power Industry,Coal,75546
2004,NC,North Carolina,Total Electric Power Industry,Hydro,5435
2004,NC,North Carolina,Total Electric Power Industry,Natural Gas,2559
2004,NC,North Carolina,Total Electric Power Industry,Nuclear,40091
2004,NC,North Carolina,Total Electric Power Industry,Other,277
2004,NC,North Carolina,Total Electric Power Industry,Biomass,112
2004,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2004,NC,North Carolina,Total Electric Power Industry,Petroleum,611
2004,NC,North Carolina,Total Electric Power Industry,Pumped Storage,78
2004,NC,North Carolina,Total Electric Power Industry,Wood,1621
2005,NC,North Carolina,Total Electric Power Industry,Total,129749
2005,NC,North Carolina,Total Electric Power Industry,Coal,78436
2005,NC,North Carolina,Total Electric Power Industry,Hydro,5397
2005,NC,North Carolina,Total Electric Power Industry,Natural Gas,3159
2005,NC,North Carolina,Total Electric Power Industry,Nuclear,39982
2005,NC,North Carolina,Total Electric Power Industry,Other,303
2005,NC,North Carolina,Total Electric Power Industry,Biomass,98
2005,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2005,NC,North Carolina,Total Electric Power Industry,Petroleum,519
2005,NC,North Carolina,Total Electric Power Industry,Pumped Storage,147
2005,NC,North Carolina,Total Electric Power Industry,Wood,1709
2006,NC,North Carolina,Total Electric Power Industry,Total,125215
2006,NC,North Carolina,Total Electric Power Industry,Coal,75487
2006,NC,North Carolina,Total Electric Power Industry,Hydro,3839
2006,NC,North Carolina,Total Electric Power Industry,Natural Gas,3196
2006,NC,North Carolina,Total Electric Power Industry,Nuclear,39963
2006,NC,North Carolina,Total Electric Power Industry,Other,319
2006,NC,North Carolina,Total Electric Power Industry,Biomass,92
2006,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2006,NC,North Carolina,Total Electric Power Industry,Petroleum,451
2006,NC,North Carolina,Total Electric Power Industry,Pumped Storage,131
2006,NC,North Carolina,Total Electric Power Industry,Wood,1737
2007,NC,North Carolina,Total Electric Power Industry,Total,130115
2007,NC,North Carolina,Total Electric Power Industry,Coal,79983
2007,NC,North Carolina,Total Electric Power Industry,Hydro,2984
2007,NC,North Carolina,Total Electric Power Industry,Natural Gas,4457
2007,NC,North Carolina,Total Electric Power Industry,Nuclear,40045
2007,NC,North Carolina,Total Electric Power Industry,Other,342
2007,NC,North Carolina,Total Electric Power Industry,Biomass,87
2007,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2007,NC,North Carolina,Total Electric Power Industry,Petroleum,496
2007,NC,North Carolina,Total Electric Power Industry,Pumped Storage,137
2007,NC,North Carolina,Total Electric Power Industry,Wood,1585
2008,NC,North Carolina,Total Electric Power Industry,Total,125239
2008,NC,North Carolina,Total Electric Power Industry,Coal,75815
2008,NC,North Carolina,Total Electric Power Industry,Hydro,3034
2008,NC,North Carolina,Total Electric Power Industry,Natural Gas,4177
2008,NC,North Carolina,Total Electric Power Industry,Nuclear,39776
2008,NC,North Carolina,Total Electric Power Industry,Other,316
2008,NC,North Carolina,Total Electric Power Industry,Biomass,120
2008,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2008,NC,North Carolina,Total Electric Power Industry,Petroleum,320
2008,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2008,NC,North Carolina,Total Electric Power Industry,Solar,2
2008,NC,North Carolina,Total Electric Power Industry,Wood,1800
2009,NC,North Carolina,Total Electric Power Industry,Total,118407
2009,NC,North Carolina,Total Electric Power Industry,Coal,65083
2009,NC,North Carolina,Total Electric Power Industry,Hydro,5171
2009,NC,North Carolina,Total Electric Power Industry,Natural Gas,4852
2009,NC,North Carolina,Total Electric Power Industry,Nuclear,40848
2009,NC,North Carolina,Total Electric Power Industry,Other,220
2009,NC,North Carolina,Total Electric Power Industry,Biomass,131
2009,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2009,NC,North Carolina,Total Electric Power Industry,Petroleum,297
2009,NC,North Carolina,Total Electric Power Industry,Pumped Storage,43
2009,NC,North Carolina,Total Electric Power Industry,Solar,5
2009,NC,North Carolina,Total Electric Power Industry,Wood,1757
2010,NC,North Carolina,Total Electric Power Industry,Total,128678
2010,NC,North Carolina,Total Electric Power Industry,Coal,71951
2010,NC,North Carolina,Total Electric Power Industry,Hydro,4757
2010,NC,North Carolina,Total Electric Power Industry,Natural Gas,8447
2010,NC,North Carolina,Total Electric Power Industry,Nuclear,40740
2010,NC,North Carolina,Total Electric Power Industry,Other,407
2010,NC,North Carolina,Total Electric Power Industry,Biomass,195
2010,NC,North Carolina,Total Electric Power Industry,Other Gases,0
2010,NC,North Carolina,Total Electric Power Industry,Petroleum,293
2010,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2010,NC,North Carolina,Total Electric Power Industry,Solar,11
2010,NC,North Carolina,Total Electric Power Industry,Wood,1876
2011,NC,North Carolina,Total Electric Power Industry,Total,118390
2011,NC,North Carolina,Total Electric Power Industry,Coal,59758
2011,NC,North Carolina,Total Electric Power Industry,Hydro,3893
2011,NC,North Carolina,Total Electric Power Industry,Natural Gas,11155
2011,NC,North Carolina,Total Electric Power Industry,Nuclear,40527
2011,NC,North Carolina,Total Electric Power Industry,Other,493
2011,NC,North Carolina,Total Electric Power Industry,Biomass,375
2011,NC,North Carolina,Total Electric Power Industry,Petroleum,218
2011,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2011,NC,North Carolina,Total Electric Power Industry,Solar,17
2011,NC,North Carolina,Total Electric Power Industry,Wood,1953
2012,NC,North Carolina,Total Electric Power Industry,Total,116682
2012,NC,North Carolina,Total Electric Power Industry,Coal,50932
2012,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2012,NC,North Carolina,Total Electric Power Industry,Hydro,3728
2012,NC,North Carolina,Total Electric Power Industry,Natural Gas,19302
2012,NC,North Carolina,Total Electric Power Industry,Nuclear,39386
2012,NC,North Carolina,Total Electric Power Industry,Other,452
2012,NC,North Carolina,Total Electric Power Industry,Petroleum,178
2012,NC,North Carolina,Total Electric Power Industry,Solar,139
2012,NC,North Carolina,Total Electric Power Industry,Biomass,302
2012,NC,North Carolina,Total Electric Power Industry,Wood,2262
2013,NC,North Carolina,Total Electric Power Industry,Total,125936
2013,NC,North Carolina,Total Electric Power Industry,Coal,47072
2013,NC,North Carolina,Total Electric Power Industry,Hydro,6901
2013,NC,North Carolina,Total Electric Power Industry,Natural Gas,27983
2013,NC,North Carolina,Total Electric Power Industry,Nuclear,40242
2013,NC,North Carolina,Total Electric Power Industry,Other,567
2013,NC,North Carolina,Total Electric Power Industry,Biomass,410
2013,NC,North Carolina,Total Electric Power Industry,Petroleum,218
2013,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2013,NC,North Carolina,Total Electric Power Industry,Solar,345
2013,NC,North Carolina,Total Electric Power Industry,Wood,2200
2014,NC,North Carolina,Total Electric Power Industry,Total,128144
2014,NC,North Carolina,Total Electric Power Industry,Coal,49238
2014,NC,North Carolina,Total Electric Power Industry,Pumped Storage,78
2014,NC,North Carolina,Total Electric Power Industry,Hydro,4756
2014,NC,North Carolina,Total Electric Power Industry,Natural Gas,28738
2014,NC,North Carolina,Total Electric Power Industry,Nuclear,40967
2014,NC,North Carolina,Total Electric Power Industry,Other,631
2014,NC,North Carolina,Total Electric Power Industry,Petroleum,460
2014,NC,North Carolina,Total Electric Power Industry,Solar,729
2014,NC,North Carolina,Total Electric Power Industry,Biomass,520
2014,NC,North Carolina,Total Electric Power Industry,Wood,2027
2015,NC,North Carolina,Total Electric Power Industry,Total,128388
2015,NC,North Carolina,Total Electric Power Industry,Coal,39922
2015,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2015,NC,North Carolina,Total Electric Power Industry,Hydro,4742
2015,NC,North Carolina,Total Electric Power Industry,Natural Gas,36545
2015,NC,North Carolina,Total Electric Power Industry,Nuclear,42097
2015,NC,North Carolina,Total Electric Power Industry,Other,685
2015,NC,North Carolina,Total Electric Power Industry,Petroleum,435
2015,NC,North Carolina,Total Electric Power Industry,Solar,1374
2015,NC,North Carolina,Total Electric Power Industry,Biomass,544
2015,NC,North Carolina,Total Electric Power Industry,Wood,2045
2016,NC,North Carolina,Total Electric Power Industry,Total,130779
2016,NC,North Carolina,Total Electric Power Industry,Coal,37436
2016,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2016,NC,North Carolina,Total Electric Power Industry,Hydro,4417
2016,NC,North Carolina,Total Electric Power Industry,Natural Gas,39251
2016,NC,North Carolina,Total Electric Power Industry,Nuclear,42786
2016,NC,North Carolina,Total Electric Power Industry,Other,655
2016,NC,North Carolina,Total Electric Power Industry,Petroleum,251
2016,NC,North Carolina,Total Electric Power Industry,Solar,3421
2016,NC,North Carolina,Total Electric Power Industry,Biomass,596
2016,NC,North Carolina,Total Electric Power Industry,Wind,6
2016,NC,North Carolina,Total Electric Power Industry,Wood,1960
2017,NC,North Carolina,Total Electric Power Industry,Total,128468
2017,NC,North Carolina,Total Electric Power Industry,Coal,34460
2017,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2017,NC,North Carolina,Total Electric Power Industry,Hydro,3818
2017,NC,North Carolina,Total Electric Power Industry,Natural Gas,38590
2017,NC,North Carolina,Total Electric Power Industry,Nuclear,42374
2017,NC,North Carolina,Total Electric Power Industry,Other,577
2017,NC,North Carolina,Total Electric Power Industry,Petroleum,251
2017,NC,North Carolina,Total Electric Power Industry,Solar,5114
2017,NC,North Carolina,Total Electric Power Industry,Biomass,695
2017,NC,North Carolina,Total Electric Power Industry,Wind,471
2017,NC,North Carolina,Total Electric Power Industry,Wood,2117
2018,NC,North Carolina,Total Electric Power Industry,Total,134249
2018,NC,North Carolina,Total Electric Power Industry,Coal,31690
2018,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2018,NC,North Carolina,Total Electric Power Industry,Hydro,6605
2018,NC,North Carolina,Total Electric Power Industry,Natural Gas,43446
2018,NC,North Carolina,Total Electric Power Industry,Nuclear,42077
2018,NC,North Carolina,Total Electric Power Industry,Other,535
2018,NC,North Carolina,Total Electric Power Industry,Petroleum,633
2018,NC,North Carolina,Total Electric Power Industry,Solar,6110
2018,NC,North Carolina,Total Electric Power Industry,Biomass,656
2018,NC,North Carolina,Total Electric Power Industry,Wind,543
2018,NC,North Carolina,Total Electric Power Industry,Wood,1953
2019,NC,North Carolina,Total Electric Power Industry,Total,131741
2019,NC,North Carolina,Total Electric Power Industry,Coal,30730
2019,NC,North Carolina,Total Electric Power Industry,Pumped Storage,0
2019,NC,North Carolina,Total Electric Power Industry,Hydro,6207
2019,NC,North Carolina,Total Electric Power Industry,Natural Gas,41777
2019,NC,North Carolina,Total Electric Power Industry,Nuclear,41916
2019,NC,North Carolina,Total Electric Power Industry,Other,538
2019,NC,North Carolina,Total Electric Power Industry,Petroleum,232
2019,NC,North Carolina,Total Electric Power Industry,Solar,7292
2019,NC,North Carolina,Total Electric Power Industry,Biomass,571
2019,NC,North Carolina,Total Electric Power Industry,Wind,523
2019,NC,North Carolina,Total Electric Power Industry,Wood,1955
1990,ND,North Dakota,Total Electric Power Industry,Total,26993
1990,ND,North Dakota,Total Electric Power Industry,Coal,25189
1990,ND,North Dakota,Total Electric Power Industry,Hydro,1711
1990,ND,North Dakota,Total Electric Power Industry,Natural Gas,52
1990,ND,North Dakota,Total Electric Power Industry,Petroleum,42
1991,ND,North Dakota,Total Electric Power Industry,Total,27679
1991,ND,North Dakota,Total Electric Power Industry,Coal,25829
1991,ND,North Dakota,Total Electric Power Industry,Hydro,1757
1991,ND,North Dakota,Total Electric Power Industry,Natural Gas,1
1991,ND,North Dakota,Total Electric Power Industry,Other Gases,40
1991,ND,North Dakota,Total Electric Power Industry,Petroleum,53
1992,ND,North Dakota,Total Electric Power Industry,Total,28767
1992,ND,North Dakota,Total Electric Power Industry,Coal,26961
1992,ND,North Dakota,Total Electric Power Industry,Hydro,1699
1992,ND,North Dakota,Total Electric Power Industry,Natural Gas,13
1992,ND,North Dakota,Total Electric Power Industry,Other Gases,39
1992,ND,North Dakota,Total Electric Power Industry,Petroleum,55
1993,ND,North Dakota,Total Electric Power Industry,Total,28663
1993,ND,North Dakota,Total Electric Power Industry,Coal,27141
1993,ND,North Dakota,Total Electric Power Industry,Hydro,1415
1993,ND,North Dakota,Total Electric Power Industry,Natural Gas,7
1993,ND,North Dakota,Total Electric Power Industry,Other Gases,39
1993,ND,North Dakota,Total Electric Power Industry,Petroleum,61
1994,ND,North Dakota,Total Electric Power Industry,Total,29156
1994,ND,North Dakota,Total Electric Power Industry,Coal,27181
1994,ND,North Dakota,Total Electric Power Industry,Hydro,1856
1994,ND,North Dakota,Total Electric Power Industry,Natural Gas,0
1994,ND,North Dakota,Total Electric Power Industry,Biomass,14
1994,ND,North Dakota,Total Electric Power Industry,Other Gases,44
1994,ND,North Dakota,Total Electric Power Industry,Petroleum,61
1995,ND,North Dakota,Total Electric Power Industry,Total,29004
1995,ND,North Dakota,Total Electric Power Industry,Coal,26424
1995,ND,North Dakota,Total Electric Power Industry,Hydro,2457
1995,ND,North Dakota,Total Electric Power Industry,Natural Gas,0
1995,ND,North Dakota,Total Electric Power Industry,Biomass,22
1995,ND,North Dakota,Total Electric Power Industry,Other Gases,44
1995,ND,North Dakota,Total Electric Power Industry,Petroleum,58
1996,ND,North Dakota,Total Electric Power Industry,Total,30908
1996,ND,North Dakota,Total Electric Power Industry,Coal,27603
1996,ND,North Dakota,Total Electric Power Industry,Hydro,3151
1996,ND,North Dakota,Total Electric Power Industry,Natural Gas,0
1996,ND,North Dakota,Total Electric Power Industry,Biomass,8
1996,ND,North Dakota,Total Electric Power Industry,Other Gases,44
1996,ND,North Dakota,Total Electric Power Industry,Petroleum,102
1997,ND,North Dakota,Total Electric Power Industry,Total,29853
1997,ND,North Dakota,Total Electric Power Industry,Coal,26390
1997,ND,North Dakota,Total Electric Power Industry,Hydro,3320
1997,ND,North Dakota,Total Electric Power Industry,Natural Gas,0
1997,ND,North Dakota,Total Electric Power Industry,Biomass,4
1997,ND,North Dakota,Total Electric Power Industry,Other Gases,44
1997,ND,North Dakota,Total Electric Power Industry,Petroleum,94
1998,ND,North Dakota,Total Electric Power Industry,Total,30672
1998,ND,North Dakota,Total Electric Power Industry,Coal,28257
1998,ND,North Dakota,Total Electric Power Industry,Hydro,2296
1998,ND,North Dakota,Total Electric Power Industry,Natural Gas,1
1998,ND,North Dakota,Total Electric Power Industry,Biomass,2
1998,ND,North Dakota,Total Electric Power Industry,Other Gases,52
1998,ND,North Dakota,Total Electric Power Industry,Petroleum,65
1999,ND,North Dakota,Total Electric Power Industry,Total,31417
1999,ND,North Dakota,Total Electric Power Industry,Coal,28693
1999,ND,North Dakota,Total Electric Power Industry,Hydro,2609
1999,ND,North Dakota,Total Electric Power Industry,Natural Gas,2
1999,ND,North Dakota,Total Electric Power Industry,Biomass,6
1999,ND,North Dakota,Total Electric Power Industry,Other Gases,53
1999,ND,North Dakota,Total Electric Power Industry,Petroleum,55
2000,ND,North Dakota,Total Electric Power Industry,Total,31311
2000,ND,North Dakota,Total Electric Power Industry,Coal,29069
2000,ND,North Dakota,Total Electric Power Industry,Hydro,2123
2000,ND,North Dakota,Total Electric Power Industry,Natural Gas,2
2000,ND,North Dakota,Total Electric Power Industry,Biomass,8
2000,ND,North Dakota,Total Electric Power Industry,Other Gases,48
2000,ND,North Dakota,Total Electric Power Industry,Petroleum,61
2001,ND,North Dakota,Total Electric Power Industry,Total,30332
2001,ND,North Dakota,Total Electric Power Industry,Coal,28877
2001,ND,North Dakota,Total Electric Power Industry,Hydro,1332
2001,ND,North Dakota,Total Electric Power Industry,Natural Gas,3
2001,ND,North Dakota,Total Electric Power Industry,Biomass,8
2001,ND,North Dakota,Total Electric Power Industry,Other Gases,65
2001,ND,North Dakota,Total Electric Power Industry,Petroleum,48
2002,ND,North Dakota,Total Electric Power Industry,Total,31306
2002,ND,North Dakota,Total Electric Power Industry,Coal,29612
2002,ND,North Dakota,Total Electric Power Industry,Hydro,1593
2002,ND,North Dakota,Total Electric Power Industry,Natural Gas,8
2002,ND,North Dakota,Total Electric Power Industry,Biomass,0
2002,ND,North Dakota,Total Electric Power Industry,Other Gases,55
2002,ND,North Dakota,Total Electric Power Industry,Petroleum,39
2003,ND,North Dakota,Total Electric Power Industry,Total,31322
2003,ND,North Dakota,Total Electric Power Industry,Coal,29427
2003,ND,North Dakota,Total Electric Power Industry,Hydro,1724
2003,ND,North Dakota,Total Electric Power Industry,Natural Gas,9
2003,ND,North Dakota,Total Electric Power Industry,Biomass,1
2003,ND,North Dakota,Total Electric Power Industry,Other Gases,50
2003,ND,North Dakota,Total Electric Power Industry,Petroleum,52
2003,ND,North Dakota,Total Electric Power Industry,Wind,59
2004,ND,North Dakota,Total Electric Power Industry,Total,29936
2004,ND,North Dakota,Total Electric Power Industry,Coal,28064
2004,ND,North Dakota,Total Electric Power Industry,Hydro,1546
2004,ND,North Dakota,Total Electric Power Industry,Natural Gas,9
2004,ND,North Dakota,Total Electric Power Industry,Other,0
2004,ND,North Dakota,Total Electric Power Industry,Biomass,6
2004,ND,North Dakota,Total Electric Power Industry,Other Gases,58
2004,ND,North Dakota,Total Electric Power Industry,Petroleum,38
2004,ND,North Dakota,Total Electric Power Industry,Wind,215
2005,ND,North Dakota,Total Electric Power Industry,Total,31933
2005,ND,North Dakota,Total Electric Power Industry,Coal,30259
2005,ND,North Dakota,Total Electric Power Industry,Hydro,1342
2005,ND,North Dakota,Total Electric Power Industry,Natural Gas,8
2005,ND,North Dakota,Total Electric Power Industry,Biomass,10
2005,ND,North Dakota,Total Electric Power Industry,Other Gases,59
2005,ND,North Dakota,Total Electric Power Industry,Petroleum,34
2005,ND,North Dakota,Total Electric Power Industry,Wind,220
2006,ND,North Dakota,Total Electric Power Industry,Total,30881
2006,ND,North Dakota,Total Electric Power Industry,Coal,28879
2006,ND,North Dakota,Total Electric Power Industry,Hydro,1521
2006,ND,North Dakota,Total Electric Power Industry,Natural Gas,7
2006,ND,North Dakota,Total Electric Power Industry,Biomass,4
2006,ND,North Dakota,Total Electric Power Industry,Other Gases,59
2006,ND,North Dakota,Total Electric Power Industry,Petroleum,42
2006,ND,North Dakota,Total Electric Power Industry,Wind,369
2007,ND,North Dakota,Total Electric Power Industry,Total,31224
2007,ND,North Dakota,Total Electric Power Industry,Coal,29164
2007,ND,North Dakota,Total Electric Power Industry,Hydro,1305
2007,ND,North Dakota,Total Electric Power Industry,Natural Gas,17
2007,ND,North Dakota,Total Electric Power Industry,Other,1
2007,ND,North Dakota,Total Electric Power Industry,Biomass,14
2007,ND,North Dakota,Total Electric Power Industry,Other Gases,53
2007,ND,North Dakota,Total Electric Power Industry,Petroleum,51
2007,ND,North Dakota,Total Electric Power Industry,Wind,621
2008,ND,North Dakota,Total Electric Power Industry,Total,32735
2008,ND,North Dakota,Total Electric Power Industry,Coal,29672
2008,ND,North Dakota,Total Electric Power Industry,Hydro,1253
2008,ND,North Dakota,Total Electric Power Industry,Natural Gas,0
2008,ND,North Dakota,Total Electric Power Industry,Other,54
2008,ND,North Dakota,Total Electric Power Industry,Biomass,13
2008,ND,North Dakota,Total Electric Power Industry,Other Gases,0
2008,ND,North Dakota,Total Electric Power Industry,Petroleum,49
2008,ND,North Dakota,Total Electric Power Industry,Wind,1693
2009,ND,North Dakota,Total Electric Power Industry,Total,34196
2009,ND,North Dakota,Total Electric Power Industry,Coal,29607
2009,ND,North Dakota,Total Electric Power Industry,Hydro,1475
2009,ND,North Dakota,Total Electric Power Industry,Natural Gas,17
2009,ND,North Dakota,Total Electric Power Industry,Other,0
2009,ND,North Dakota,Total Electric Power Industry,Biomass,12
2009,ND,North Dakota,Total Electric Power Industry,Other Gases,44
2009,ND,North Dakota,Total Electric Power Industry,Petroleum,45
2009,ND,North Dakota,Total Electric Power Industry,Wind,2998
2010,ND,North Dakota,Total Electric Power Industry,Total,34740
2010,ND,North Dakota,Total Electric Power Industry,Coal,28462
2010,ND,North Dakota,Total Electric Power Industry,Hydro,2042
2010,ND,North Dakota,Total Electric Power Industry,Natural Gas,16
2010,ND,North Dakota,Total Electric Power Industry,Other,37
2010,ND,North Dakota,Total Electric Power Industry,Biomass,12
2010,ND,North Dakota,Total Electric Power Industry,Other Gases,36
2010,ND,North Dakota,Total Electric Power Industry,Petroleum,38
2010,ND,North Dakota,Total Electric Power Industry,Wind,4096
2011,ND,North Dakota,Total Electric Power Industry,Total,35080
2011,ND,North Dakota,Total Electric Power Industry,Coal,27109
2011,ND,North Dakota,Total Electric Power Industry,Hydro,2580
2011,ND,North Dakota,Total Electric Power Industry,Natural Gas,20
2011,ND,North Dakota,Total Electric Power Industry,Other,44
2011,ND,North Dakota,Total Electric Power Industry,Biomass,10
2011,ND,North Dakota,Total Electric Power Industry,Other Gases,39
2011,ND,North Dakota,Total Electric Power Industry,Petroleum,42
2011,ND,North Dakota,Total Electric Power Industry,Wind,5236
2012,ND,North Dakota,Total Electric Power Industry,Total,36125
2012,ND,North Dakota,Total Electric Power Industry,Coal,28214
2012,ND,North Dakota,Total Electric Power Industry,Hydro,2477
2012,ND,North Dakota,Total Electric Power Industry,Natural Gas,22
2012,ND,North Dakota,Total Electric Power Industry,Other Gases,35
2012,ND,North Dakota,Total Electric Power Industry,Other,64
2012,ND,North Dakota,Total Electric Power Industry,Petroleum,33
2012,ND,North Dakota,Total Electric Power Industry,Biomass,6
2012,ND,North Dakota,Total Electric Power Industry,Wind,5275
2013,ND,North Dakota,Total Electric Power Industry,Total,35022
2013,ND,North Dakota,Total Electric Power Industry,Coal,27478
2013,ND,North Dakota,Total Electric Power Industry,Hydro,1852
2013,ND,North Dakota,Total Electric Power Industry,Natural Gas,54
2013,ND,North Dakota,Total Electric Power Industry,Other,38
2013,ND,North Dakota,Total Electric Power Industry,Biomass,5
2013,ND,North Dakota,Total Electric Power Industry,Other Gases,42
2013,ND,North Dakota,Total Electric Power Industry,Petroleum,33
2013,ND,North Dakota,Total Electric Power Industry,Wind,5519
2014,ND,North Dakota,Total Electric Power Industry,Total,36463
2014,ND,North Dakota,Total Electric Power Industry,Coal,27394
2014,ND,North Dakota,Total Electric Power Industry,Hydro,2531
2014,ND,North Dakota,Total Electric Power Industry,Natural Gas,234
2014,ND,North Dakota,Total Electric Power Industry,Other Gases,40
2014,ND,North Dakota,Total Electric Power Industry,Other,31
2014,ND,North Dakota,Total Electric Power Industry,Petroleum,26
2014,ND,North Dakota,Total Electric Power Industry,Biomass,3
2014,ND,North Dakota,Total Electric Power Industry,Wind,6202
2015,ND,North Dakota,Total Electric Power Industry,Total,37157
2015,ND,North Dakota,Total Electric Power Industry,Coal,27734
2015,ND,North Dakota,Total Electric Power Industry,Hydro,2094
2015,ND,North Dakota,Total Electric Power Industry,Natural Gas,711
2015,ND,North Dakota,Total Electric Power Industry,Other Gases,39
2015,ND,North Dakota,Total Electric Power Industry,Other,42
2015,ND,North Dakota,Total Electric Power Industry,Petroleum,26
2015,ND,North Dakota,Total Electric Power Industry,Biomass,4
2015,ND,North Dakota,Total Electric Power Industry,Wind,6506
